input,class
my roommate and i love this place,2
the waitstaff are all very busy its not outstanding service but ive never been dealt with rudely,0
i have lived in japan for 7 years and the taste of the food and the feel of the restaurant is like being back in japan,1
not worth it,0
in the evening this place attracted a well dressed with it ny crowd,2
they have it all great price food and service,2
so close but not good enough,0
this was on a tuesday night,1
its also a bit of a hassle to get to without a car i happen to live in inwood,0
the flavors are great and the menu is extensive,2
the food was amazing the service was so attentive and personable and how about that ambience,2
this place has the best interior i have seen anywhere in the northside of wburg and will impress whoever you bring there,2
the food has been consistant for years and it never lets you down,2
i found the variety of the sashimi plate to be satisfying fresh and yummy,2
and forget what you read under me the atmosphere isnt that bad either,2
dont waste your time or money,0
they dont concern much of customers health just want to make money,0
we couldnt carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that were taking too much time amazing we just sat down,0
sometimes i get good food and ok service,2
we just ate at kai and were disapointed,0
its a place for people who pay a lot for mediocre food noise and a chance to be with their fellow bridge and tunnel folks,0
this was a great surprise,2
after complaining about the chicken dish the manager came over to tell us that no one had ever complained before and that we just didnt know what the dish was supposed to taste like,0
the food was spicy and delicious,2
i went with my fiance on a tuesday evening,1
a little overpriced but worth it once you take a bite,1
it was wonderful,2
went for a late weekday lunch,1
i just dont understand all the hype,0
bartender was unable to tear himself away from friends at bar,0
anyways if youre in the neighborhood to eat good food i wouldnt waste my time trying to find something rather go across the street to tamari,1
dahkin also offers prix fixe lunch and buffet,1
although the place could be a little more eye catching and roomier at the same time it doesnt really matter,1
you can barely see who you are with never mind have a conversation,0
this was my frist time at cafe st barts and i must say how delicous the food and the service was,2
i dont get it either,0
went on a double date with friend and his girlfriend for a few drinks and appetizers,1
great place to grab a hot bagel on the way to work,2
its like they took leftover chicken poured oil and sprinkled pepper powder over it the sauce was translucent and red,1
one would think wed get an apology or complimentary drinks instead we got a snobby waiter wouldnt even take our order for 15 minutes and gave us lip when we asked him to do so,0
